UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN
232609,R,948,R,322,R,626,R,2,R,0,R,2,R,35,R,12,R,23,R,97,R,35,R,62,R,73,R,29,R,44,R,1,R,1,R,0,R,672,R,217,R,455,R,39,R,15,R,24,R,22,R,9,R,13,R,7,R,4,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,948
232618,R,95,R,11,R,84,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,11,Z,0,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,57,R,9,R,48,R,9,Z,0,R,9,R,16,R,2,R,14,Z,0,Z,0,Z,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,95
232672,R,520,R,100,R,420,R,1,R,0,R,1,R,19,R,2,R,17,R,69,R,14,R,55,R,28,R,4,R,24,R,0,R,0,R,0,R,349,R,69,R,280,R,18,R,2,R,16,R,28,R,6,R,22,R,8,R,3,R,5,R,6,A,,R,6,R,5,A,,R,5,R,11,A,,R,11,R,509
232681,R,954,R,363,R,591,R,1,Z,0,R,1,R,43,R,13,R,30,R,73,R,26,R,47,R,113,R,38,R,75,Z,0,Z,0,Z,0,R,630,R,243,R,387,R,42,R,15,R,27,R,41,R,18,R,23,R,11,R,10,R,1,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,954
232706,R,907,R,246,R,661,R,1,Z,0,R,1,R,65,R,15,R,50,R,140,R,43,R,97,R,155,R,44,R,111,R,2,Z,0,R,2,R,363,R,86,R,277,R,31,R,10,R,21,R,42,R,6,R,36,R,108,R,42,R,66,R,0,A,,R,0,R,1,A,,R,1,R,1,A,,R,1,R,906
232724,R,22,R,1,R,21,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,20,R,1,R,19,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,22
232788,R,562,R,200,R,362,R,0,R,0,R,0,R,2,R,2,R,0,R,10,R,3,R,7,R,13,R,5,R,8,R,0,R,0,R,0,R,520,R,184,R,336,R,10,R,4,R,6,R,7,R,2,R,5,R,0,R,0,R,0,R,3,A,,R,3,A,,A,,A,,R,3,A,,R,3,R,559
232797,R,254,R,62,R,192,R,6,R,0,R,6,R,35,R,21,R,14,R,76,R,19,R,57,R,2,R,0,R,2,R,0,R,0,R,0,R,113,R,14,R,99,R,8,R,4,R,4,R,7,R,3,R,4,R,7,R,1,R,6,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,254
232867,R,679,R,340,R,339,R,1,R,1,R,0,R,10,R,4,R,6,R,25,R,10,R,15,R,41,R,24,R,17,R,0,R,0,R,0,R,563,R,286,R,277,R,18,R,5,R,13,R,11,R,4,R,7,R,10,R,6,R,4,R,4,A,,R,4,A,,A,,A,,R,4,A,,R,4,R,675
232885,R,121,R,5,R,116,Z,0,Z,0,Z,0,R,8,R,1,R,7,R,14,R,1,R,13,R,7,Z,0,R,7,Z,0,Z,0,Z,0,R,86,R,2,R,84,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,121
232919,R,496,R,429,R,67,R,5,R,4,R,1,R,8,R,8,R,0,R,231,R,202,R,29,R,48,R,40,R,8,R,5,R,5,R,0,R,168,R,143,R,25,R,31,R,27,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,2,S,,S,,A,,A,,A,,R,2,S,,S,,S,
232937,R,939,R,281,R,658,R,1,Z,0,R,1,R,3,R,2,R,1,R,772,R,223,R,549,R,52,R,15,R,37,Z,0,Z,0,Z,0,R,38,R,14,R,24,R,49,R,19,R,30,R,16,R,1,R,15,R,8,R,7,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,939
232946,R,5499,R,2564,R,2935,R,14,R,5,R,9,R,988,R,462,R,526,R,739,R,326,R,413,R,1423,R,610,R,813,R,10,R,5,R,5,R,1631,R,837,R,794,R,212,R,103,R,109,R,242,R,107,R,135,R,240,R,109,R,131,R,45,A,,R,45,A,,A,,A,,R,45,A,,R,45,R,5454
232982,R,4933,R,1935,R,2998,R,18,R,6,R,12,R,257,R,127,R,130,R,1212,R,414,R,798,R,425,R,160,R,265,R,13,R,6,R,7,R,2474,R,982,R,1492,R,294,R,113,R,181,R,82,R,41,R,41,R,158,R,86,R,72,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,4933
233019,R,462,R,198,R,264,R,1,R,1,R,0,R,4,R,1,R,3,R,110,R,50,R,60,R,50,R,23,R,27,R,0,R,0,R,0,R,260,R,103,R,157,R,19,R,12,R,7,R,10,R,3,R,7,R,8,R,5,R,3,R,7,A,,R,7,A,,A,,A,,R,7,A,,R,7,R,455
233037,R,220,R,74,R,146,R,0,R,0,R,0,R,2,R,2,R,0,R,97,R,23,R,74,R,8,R,2,R,6,R,0,R,0,R,0,R,99,R,45,R,54,R,4,R,1,R,3,R,9,R,1,R,8,R,1,R,0,R,1,R,2,A,,R,2,A,,A,,A,,R,2,A,,R,2,R,218
233082,R,68,R,3,R,65,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,13,Z,0,R,13,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,47,R,1,R,46,R,2,Z,0,R,2,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,1,S,,S,,A,,A,,A,,R,1,S,,S,,S,
233116,R,728,R,254,R,474,R,2,R,2,R,0,R,33,R,12,R,21,R,88,R,20,R,68,R,71,R,24,R,47,R,2,R,0,R,2,R,445,R,160,R,285,R,46,R,19,R,27,R,30,R,13,R,17,R,11,R,4,R,7,R,6,A,,R,6,A,,A,,A,,R,6,A,,R,6,R,722
233277,R,1852,R,528,R,1324,R,3,R,0,R,3,R,47,R,14,R,33,R,239,R,76,R,163,R,118,R,37,R,81,R,0,R,0,R,0,R,1303,R,348,R,955,R,81,R,25,R,56,R,49,R,22,R,27,R,12,R,6,R,6,R,3,A,,R,3,R,0,A,,R,0,R,3,A,,R,3,R,1849
233286,R,101,R,13,R,88,R,0,R,0,R,0,R,2,R,0,R,2,R,39,R,10,R,29,R,4,R,1,R,3,R,0,R,0,R,0,R,52,R,2,R,50,R,4,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,101
233295,R,358,R,143,R,215,R,0,R,0,R,0,R,11,R,3,R,8,R,29,R,13,R,16,R,19,R,5,R,14,R,1,R,1,R,0,R,265,R,108,R,157,R,21,R,8,R,13,R,2,R,1,R,1,R,10,R,4,R,6,R,0,A,,R,0,Z,0,A,,Z,0,R,0,A,,R,0,R,358
233301,R,144,R,57,R,87,R,1,Z,0,R,1,R,4,Z,0,R,4,R,27,R,11,R,16,R,12,R,6,R,6,Z,0,Z,0,Z,0,R,83,R,32,R,51,R,3,R,1,R,2,R,7,R,4,R,3,R,7,R,3,R,4,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,144
233310,R,594,R,182,R,412,R,9,R,6,R,3,R,12,R,2,R,10,R,102,R,21,R,81,R,31,R,12,R,19,R,1,R,0,R,1,R,372,R,112,R,260,R,41,R,18,R,23,R,24,R,11,R,13,R,2,R,0,R,2,R,11,A,,R,11,A,,A,,A,,R,11,A,,R,11,R,583
233329,R,130,R,11,R,119,R,1,Z,0,R,1,R,3,Z,0,R,3,R,96,R,6,R,90,R,6,R,1,R,5,Z,0,Z,0,Z,0,R,18,R,2,R,16,R,5,R,1,R,4,R,1,R,1,R,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,130
233338,R,192,R,80,R,112,R,2,R,0,R,2,R,1,R,0,R,1,R,60,R,23,R,37,R,12,R,6,R,6,R,0,R,0,R,0,R,89,R,37,R,52,R,17,R,5,R,12,R,5,R,4,R,1,R,6,R,5,R,1,R,3,A,,R,3,A,,A,,A,,R,3,A,,R,3,R,189
233356,R,137,R,10,R,127,Z,0,Z,0,Z,0,R,11,R,2,R,9,R,30,R,1,R,29,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,90,R,6,R,84,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
233374,R,1090,R,471,R,619,R,2,R,1,R,1,R,67,R,22,R,45,R,68,R,25,R,43,R,103,R,34,R,69,R,0,R,0,R,0,R,697,R,324,R,373,R,48,R,22,R,26,R,21,R,10,R,11,R,84,R,33,R,51,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,1090
233408,R,154,R,15,R,139,Z,0,Z,0,Z,0,R,4,R,1,R,3,R,38,R,6,R,32,R,12,Z,0,R,12,Z,0,Z,0,Z,0,R,89,R,8,R,81,R,10,Z,0,R,10,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,154
233426,R,414,R,183,R,231,R,3,R,1,R,2,R,7,R,2,R,5,R,19,R,7,R,12,R,27,R,16,R,11,R,0,R,0,R,0,R,343,R,152,R,191,R,9,R,3,R,6,R,0,R,0,R,0,R,6,R,2,R,4,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,414
233480,R,12,R,2,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,R,1,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
233541,R,1289,R,365,R,924,R,13,R,4,R,9,R,81,R,17,R,64,R,86,R,37,R,49,R,84,R,22,R,62,R,9,R,1,R,8,R,771,R,213,R,558,R,0,R,0,R,0,R,191,R,67,R,124,R,54,R,4,R,50,R,0,S,,S,,R,0,S,,S,,R,0,S,,S,,S,
233602,R,23,R,9,R,14,R,1,R,1,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,18,R,6,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,23
233611,R,155,R,74,R,81,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,3,R,3,Z,0,R,1,R,1,Z,0,R,5,R,4,R,1,R,139,R,62,R,77,R,4,R,3,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
233639,R,923,R,349,R,574,R,4,R,1,R,3,R,7,R,4,R,3,R,300,R,87,R,213,R,62,R,20,R,42,R,1,R,1,R,0,R,490,R,208,R,282,R,31,R,14,R,17,R,21,R,12,R,9,R,7,R,2,R,5,R,11,A,,R,11,A,,A,,A,,R,11,A,,R,11,R,912
233648,R,481,R,161,R,320,R,6,R,3,R,3,R,2,R,1,R,1,R,5,R,0,R,5,R,5,R,2,R,3,R,0,R,0,R,0,R,450,R,148,R,302,R,7,R,5,R,2,R,5,R,2,R,3,R,1,R,0,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,481
233666,R,11,R,1,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,R,1,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,11
233684,R,714,R,267,R,447,R,2,R,1,R,1,R,44,R,24,R,20,R,342,R,90,R,252,R,60,R,30,R,30,R,2,Z,0,R,2,R,198,R,97,R,101,R,21,R,7,R,14,R,23,R,6,R,17,R,22,R,12,R,10,R,21,A,,R,21,R,6,A,,R,6,R,27,A,,R,27,R,687
233718,R,87,Z,0,R,87,R,1,Z,0,R,1,R,5,Z,0,R,5,R,7,Z,0,R,7,R,3,Z,0,R,3,R,0,Z,0,R,0,R,62,Z,0,R,62,R,1,Z,0,R,1,R,5,Z,0,R,5,R,3,Z,0,R,3,R,0,A,,R,0,Z,0,A,,Z,0,R,0,A,,R,0,R,87
233754,R,812,R,354,R,458,R,1,R,0,R,1,R,28,R,13,R,15,R,219,R,82,R,137,R,108,R,45,R,63,R,2,R,2,R,0,R,351,R,167,R,184,R,65,R,24,R,41,R,26,R,16,R,10,R,12,R,5,R,7,R,16,A,,R,16,A,,A,,A,,R,16,A,,R,16,R,796
233772,R,3093,R,1387,R,1706,R,11,R,4,R,7,R,156,R,72,R,84,R,911,R,375,R,536,R,291,R,124,R,167,R,13,R,4,R,9,R,1445,R,680,R,765,R,176,R,87,R,89,R,73,R,34,R,39,R,17,R,7,R,10,R,50,A,,R,50,A,,A,,A,,R,50,A,,R,50,R,3043
233842,R,67,R,28,R,39,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,10,R,4,R,6,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,40,R,14,R,26,Z,0,Z,0,Z,0,R,4,R,2,R,2,R,10,R,7,R,3,A,,A,,A,,R,0,A,,R,0,R,0,A,,R,0,R,67
233897,R,224,R,99,R,125,R,2,R,1,R,1,R,3,Z,0,R,3,R,19,R,16,R,3,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,168,R,70,R,98,R,2,R,2,Z,0,R,28,R,8,R,20,Z,0,Z,0,Z,0,R,1,R,0,R,1,A,,A,,A,,R,1,R,0,R,1,R,223
233903,R,455,R,164,R,291,R,1,R,0,R,1,R,5,R,3,R,2,R,9,R,4,R,5,R,15,R,9,R,6,R,0,R,0,R,0,R,409,R,142,R,267,R,12,R,5,R,7,R,4,R,1,R,3,R,0,R,0,R,0,R,1,A,,R,1,A,,A,,A,,R,1,A,,R,1,R,454
233921,R,9980,R,5600,R,4380,R,5,R,3,R,2,R,1147,R,660,R,487,R,464,R,231,R,233,R,814,R,427,R,387,R,10,R,7,R,3,R,5748,R,3131,R,2617,R,443,R,241,R,202,R,183,R,99,R,84,R,1166,R,801,R,365,R,20,A,,R,20,R,14,A,,R,14,R,34,A,,R,34,R,9946
233949,R,1035,R,385,R,650,R,6,R,2,R,4,R,41,R,18,R,23,R,91,R,31,R,60,R,61,R,26,R,35,R,2,R,0,R,2,R,755,R,287,R,468,R,48,R,9,R,39,R,25,R,9,R,16,R,6,R,3,R,3,R,10,A,,R,10,A,,A,,A,,R,10,A,,R,10,R,1025
234030,R,6925,R,2300,R,4625,R,12,R,3,R,9,R,910,R,329,R,581,R,1146,R,293,R,853,R,709,R,221,R,488,R,6,R,1,R,5,R,3215,R,1122,R,2093,R,481,R,153,R,328,R,206,R,69,R,137,R,240,R,109,R,131,R,26,R,174,R,200,R,14,R,56,R,70,R,40,R,230,R,270,R,6655
234076,R,8254,R,3958,R,4296,R,9,R,7,R,2,R,1086,R,476,R,610,R,513,R,215,R,298,R,512,R,227,R,285,R,2,R,1,R,1,R,4354,R,1965,R,2389,R,348,R,140,R,208,R,645,R,484,R,161,R,785,R,443,R,342,R,3,S,,S,,R,6,S,,S,,R,9,S,,S,,S,
234085,R,390,R,341,R,49,R,0,R,0,R,0,R,23,R,22,R,1,R,18,R,16,R,2,R,25,R,23,R,2,R,3,R,3,R,0,R,302,R,261,R,41,R,13,R,10,R,3,R,0,R,0,R,0,R,6,R,6,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,390
234119,R,58,R,29,R,29,R,0,R,0,R,0,R,1,R,0,R,1,R,44,R,23,R,21,R,6,R,4,R,2,R,0,R,0,R,0,R,4,R,0,R,4,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,R,0,R,0,R,0,R,58
234137,R,384,R,136,R,248,R,0,R,0,R,0,R,5,R,2,R,3,R,348,R,123,R,225,R,13,R,1,R,12,R,0,R,0,R,0,R,10,R,6,R,4,R,0,R,0,R,0,R,8,R,4,R,4,R,0,R,0,R,0,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,384
234155,R,746,R,265,R,481,R,2,R,1,R,1,R,2,R,1,R,1,R,639,R,219,R,420,R,30,R,9,R,21,Z,0,Z,0,Z,0,R,22,R,10,R,12,R,33,R,12,R,21,R,4,R,3,R,1,R,14,R,10,R,4,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,746
234164,R,243,R,114,R,129,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,218,R,101,R,117,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,4,R,2,R,2,R,3,R,2,R,1,R,6,R,3,R,3,R,8,R,4,R,4,R,0,S,,S,,R,0,S,,S,,R,0,S,,S,,S,
234173,R,279,R,102,R,177,R,1,R,1,R,0,R,0,R,0,R,0,R,65,R,26,R,39,R,23,R,10,R,13,R,2,R,1,R,1,R,155,R,52,R,103,R,15,R,4,R,11,R,5,R,2,R,3,R,13,R,6,R,7,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,279
234207,R,590,R,277,R,313,R,1,R,1,R,0,R,19,R,7,R,12,R,25,R,9,R,16,R,48,R,21,R,27,R,0,R,0,R,0,R,442,R,214,R,228,R,24,R,10,R,14,R,8,R,4,R,4,R,23,R,11,R,12,R,0,S,,S,,R,0,S,,S,,R,0,S,,S,,S,
234377,R,475,R,170,R,305,R,0,R,0,R,0,R,4,R,0,R,4,R,11,R,4,R,7,R,24,R,7,R,17,R,0,R,0,R,0,R,421,R,154,R,267,R,8,R,2,R,6,R,4,R,3,R,1,R,3,R,0,R,3,R,3,A,,R,3,A,,A,,A,,R,3,A,,R,3,R,472
234669,R,1867,R,722,R,1145,R,1,R,0,R,1,R,406,R,129,R,277,R,89,R,35,R,54,R,165,R,61,R,104,R,2,R,0,R,2,R,721,R,293,R,428,R,143,R,54,R,89,R,157,R,68,R,89,R,183,R,82,R,101,R,38,R,5,R,43,A,,A,,A,,R,38,R,5,R,43,R,1824
234696,R,622,R,298,R,324,R,3,R,1,R,2,R,31,R,9,R,22,R,9,R,4,R,5,R,92,R,49,R,43,Z,0,Z,0,Z,0,R,407,R,190,R,217,R,34,R,20,R,14,R,46,R,25,R,21,Z,0,Z,0,Z,0,R,15,S,,S,,A,,A,,A,,R,15,S,,S,,S,
234711,R,529,R,230,R,299,R,2,R,1,R,1,R,8,R,4,R,4,R,6,R,3,R,3,R,253,R,99,R,154,Z,0,Z,0,Z,0,R,222,R,101,R,121,R,15,R,7,R,8,R,22,R,14,R,8,R,1,R,1,R,0,R,23,S,,S,,A,,A,,A,,R,23,S,,S,,S,
234827,R,2498,R,1096,R,1402,R,19,R,9,R,10,R,123,R,62,R,61,R,118,R,54,R,64,R,459,R,163,R,296,R,7,R,4,R,3,R,1442,R,652,R,790,R,168,R,71,R,97,R,64,R,35,R,29,R,98,R,46,R,52,R,0,S,,S,,R,1,S,,S,,R,1,S,,S,,S,
234845,R,644,R,300,R,344,R,12,R,10,R,2,R,10,R,5,R,5,R,29,R,25,R,4,R,105,R,43,R,62,R,5,R,4,R,1,R,382,R,152,R,230,R,57,R,34,R,23,R,42,R,27,R,15,R,2,R,0,R,2,R,33,S,,S,,A,,A,,A,,R,33,S,,S,,S,
234915,R,543,R,206,R,337,R,1,R,0,R,1,R,54,R,8,R,46,R,57,R,23,R,34,R,77,R,38,R,39,R,5,R,3,R,2,R,233,R,88,R,145,R,22,R,6,R,16,R,30,R,8,R,22,R,64,R,32,R,32,R,6,S,,S,,R,2,S,,S,,R,8,S,,S,,S,
234924,R,210,R,23,R,187,R,4,R,1,R,3,R,3,R,0,R,3,R,6,R,1,R,5,R,98,R,17,R,81,R,0,R,0,R,0,R,79,R,3,R,76,R,19,R,1,R,18,R,1,R,0,R,1,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,210
234933,R,1627,R,631,R,996,R,9,R,3,R,6,R,96,R,42,R,54,R,43,R,16,R,27,R,219,R,82,R,137,R,6,R,2,R,4,R,1051,R,404,R,647,R,103,R,40,R,63,R,83,R,34,R,49,R,17,R,8,R,9,R,98,R,18,R,116,A,,A,,A,,R,98,R,18,R,116,R,1511
234951,R,767,R,326,R,441,R,3,R,2,R,1,R,52,R,14,R,38,R,83,R,31,R,52,R,123,R,50,R,73,R,4,R,0,R,4,R,357,R,157,R,200,R,71,R,31,R,40,R,66,R,37,R,29,R,8,R,4,R,4,R,23,S,,S,,A,,A,,A,,R,23,S,,S,,S,
234979,R,1483,R,486,R,997,R,3,R,0,R,3,R,35,R,10,R,25,R,18,R,7,R,11,R,745,R,210,R,535,R,1,R,0,R,1,R,555,R,216,R,339,R,53,R,17,R,36,R,71,R,25,R,46,R,2,R,1,R,1,R,31,S,,S,,A,,A,,A,,R,31,S,,S,,S,
235024,R,83,R,23,R,60,R,1,R,1,R,0,R,2,R,2,R,0,R,4,R,0,R,4,R,3,R,1,R,2,R,0,R,0,R,0,R,51,R,9,R,42,R,8,R,3,R,5,R,7,R,4,R,3,R,7,R,3,R,4,R,0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
235088,R,298,R,286,R,12,R,8,R,8,R,0,R,5,R,4,R,1,R,14,R,14,R,0,R,39,R,39,R,0,R,1,R,1,R,0,R,207,R,200,R,7,R,21,R,17,R,4,R,3,R,3,R,0,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,298
235097,R,3436,R,1245,R,2191,R,35,R,13,R,22,R,135,R,40,R,95,R,123,R,48,R,75,R,501,R,171,R,330,R,14,R,7,R,7,R,2252,R,811,R,1441,R,224,R,81,R,143,R,116,R,60,R,56,R,36,R,14,R,22,R,9,S,,S,,R,33,S,,S,,R,42,S,,S,,S,
235103,R,1064,R,505,R,559,R,4,R,3,R,1,R,206,R,100,R,106,R,67,R,33,R,34,R,129,R,55,R,74,R,2,R,1,R,1,R,413,R,189,R,224,R,57,R,21,R,36,R,79,R,54,R,25,R,107,R,49,R,58,R,39,S,,S,,A,,A,,A,,R,39,S,,S,,S,
235149,R,1188,R,447,R,741,R,4,R,2,R,2,R,104,R,34,R,70,R,40,R,17,R,23,R,187,R,56,R,131,R,2,R,0,R,2,R,607,R,241,R,366,R,81,R,33,R,48,R,120,R,38,R,82,R,43,R,26,R,17,R,31,R,6,R,37,A,,A,,A,,R,31,R,6,R,37,R,1151
235167,R,687,R,278,R,409,R,25,R,5,R,20,R,28,R,12,R,16,R,24,R,8,R,16,R,90,R,38,R,52,R,2,R,1,R,1,R,433,R,183,R,250,R,45,R,15,R,30,R,40,R,16,R,24,R,0,R,0,R,0,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,687
235237,R,1623,R,539,R,1084,R,6,R,1,R,5,R,130,R,54,R,76,R,139,R,46,R,93,R,247,R,75,R,172,R,15,R,1,R,14,R,774,R,246,R,528,R,188,R,62,R,126,R,78,R,29,R,49,R,46,R,25,R,21,R,91,A,,R,91,A,,A,,A,,R,91,A,,R,91,R,1532
235316,R,1927,R,788,R,1139,R,19,R,8,R,11,R,116,R,38,R,78,R,32,R,14,R,18,R,214,R,77,R,137,R,5,R,2,R,3,R,1235,R,499,R,736,R,104,R,47,R,57,R,117,R,57,R,60,R,85,R,46,R,39,R,8,R,7,R,15,R,5,R,5,R,10,R,13,R,12,R,25,R,1902
235334,R,368,R,175,R,193,R,7,R,3,R,4,R,11,R,6,R,5,R,8,R,8,R,0,R,56,R,24,R,32,R,1,R,0,R,1,R,223,R,97,R,126,R,25,R,10,R,15,R,37,R,27,R,10,Z,0,Z,0,Z,0,R,19,S,,S,,A,,A,,A,,R,19,S,,S,,S,
235343,R,1626,R,689,R,937,R,13,R,3,R,10,R,277,R,115,R,162,R,94,R,36,R,58,R,213,R,72,R,141,R,8,R,1,R,7,R,551,R,236,R,315,R,131,R,43,R,88,R,172,R,87,R,85,R,167,R,96,R,71,R,53,S,,S,,A,,A,,A,,R,53,S,,S,,S,
235352,R,112,R,20,R,92,R,2,R,0,R,2,R,8,R,2,R,6,R,15,R,2,R,13,R,28,R,6,R,22,R,0,R,0,R,0,R,51,R,9,R,42,R,2,R,0,R,2,R,6,R,1,R,5,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,112
235422,R,229,R,51,R,178,R,22,R,6,R,16,R,9,R,3,R,6,R,3,R,2,R,1,R,162,R,31,R,131,R,1,R,0,R,1,R,25,R,6,R,19,R,3,R,1,R,2,R,3,R,1,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,229
235431,R,1059,R,331,R,728,R,7,R,3,R,4,R,197,R,70,R,127,R,173,R,49,R,124,R,199,R,46,R,153,R,6,R,2,R,4,R,282,R,87,R,195,R,64,R,26,R,38,R,67,R,23,R,44,R,64,R,25,R,39,R,40,R,5,R,45,A,,A,,A,,R,40,R,5,R,45,R,1014
235501,R,259,R,103,R,156,R,2,R,1,R,1,R,7,R,2,R,5,R,43,R,12,R,31,R,40,R,12,R,28,R,4,R,0,R,4,R,79,R,33,R,46,R,3,R,1,R,2,R,80,R,42,R,38,R,1,R,0,R,1,R,0,A,,R,0,A,,A,,A,,R,0,A,,R,0,R,259
235547,R,248,R,37,R,211,R,2,R,0,R,2,R,26,R,5,R,21,R,8,R,4,R,4,R,4,R,0,R,4,R,1,R,0,R,1,R,170,R,18,R,152,R,30,R,7,R,23,R,6,R,3,R,3,R,1,R,0,R,1,R,0,A,,R,0,R,0,A,,R,0,R,0,A,,R,0,R,248
235671,R,666,R,320,R,346,R,4,R,1,R,3,R,48,R,18,R,30,R,73,R,18,R,55,R,126,R,56,R,70,R,6,R,3,R,3,R,284,R,159,R,125,R,54,R,24,R,30,R,69,R,41,R,28,R,2,R,0,R,2,R,111,S,,S,,A,,A,,A,,R,111,S,,S,,S,
235699,R,755,R,293,R,462,R,4,R,2,R,2,R,106,R,31,R,75,R,32,R,11,R,21,R,131,R,39,R,92,R,1,R,0,R,1,R,322,R,146,R,176,R,53,R,27,R,26,R,65,R,24,R,41,R,41,R,13,R,28,R,18,S,,S,,A,,A,,A,,R,18,S,,S,,S,
